Time,Waiting Time
1.20008,0
1.60097,0
1.60191,0
1.60286,0
1.6038,0
1.60475,0
1.80522,0
2.0023,0
2.00324,0
2.00419,0
2.00513,0
2.00608,0
2.00702,0
2.00796,0
2.20655,0
2.40363,0
2.40458,0
2.40552,0
2.40646,0
2.40741,0
2.40835,0
2.4093,0
2.41024,0
2.41118,0
2.41213,0
2.60741,0
2.60835,0
2.80496,0
2.80591,0
2.80685,0
2.80779,0
2.80874,0
2.80968,0
2.81063,0
2.81157,0
2.81251,0
2.81346,0
2.8144,0
2.81535,0
2.81629,0
2.81723,0
2.81818,0
3.00874,0
3.00968,0
3.01063,0
3.20629,0
3.20724,0
3.20818,0
3.20912,0
3.21007,0
3.21101,0
3.21196,0
3.2129,0
3.21384,0
3.21479,0
3.21573,0
3.21668,0
3.21762,0
3.21856,0
3.21951,0
3.22045,0
3.2214,0
3.22234,0
3.22328,0
3.22423,0
3.22517,0
3.22612,0
3.4096,0
3.41054,0
3.41148,0
3.41243,0
3.41337,0
3.60762,0
3.60857,0
3.60951,0
3.61046,0
3.6114,0
3.61234,0
3.61329,0
3.61423,0
3.61518,0
3.61612,0
3.61706,0
3.61801,0
3.61895,0
3.6199,0
3.62084,0
3.62178,0
3.62273,0
3.62367,0
3.62462,0
3.62556,0
3.6265,0
3.62745,0
3.62839,0
3.62934,0
3.63028,0
3.63122,0
3.63217,0
3.63311,0
3.63406,0
3.635,0
3.63594,0
3.63689,0
3.63783,0
3.81093,0
3.81187,0
3.81282,0
3.81376,0
3.8147,0
3.81565,0
3.81659,0
4.00848,0
4.00943,0
4.01037,0
4.01131,0
4.01226,0
4.0132,0
4.01415,0
4.01509,0
4.01603,0
4.01698,0
4.01792,0
4.01887,0
4.01981,0
4.02075,0
4.0217,0
4.02264,0
4.02359,0
4.02453,0
4.02547,0
4.02642,0
4.02736,0
4.02831,0
4.02925,0
4.03019,0
4.03114,0
4.03208,0
4.03303,0
4.03397,0
4.03491,0
4.03586,0
4.0368,0
4.03775,0
4.03869,0
4.03963,0
4.04058,0
4.04152,0
4.04247,0
4.04341,0
4.04435,0
4.0453,0
4.04624,0
4.04719,0
4.04813,0
4.04907,0
4.05002,0
4.05096,0
4.05191,0
4.05285,0
4.05379,0
4.05474,0
4.21226,0
4.2132,0
4.21415,0
4.21509,0
4.21603,0
4.21698,0
4.21792,0
4.21887,0
4.21981,0
4.22075,0
4.40934,0
4.41028,0
4.41123,0
4.41217,0
4.41312,0
4.41406,0
4.415,0
4.41595,0
4.41689,0
4.41784,0
4.41878,0
4.41972,0
4.42067,0
4.42161,0
4.42256,0
4.4235,0
4.42444,0
4.42539,0
4.42633,0
4.42728,0
4.42822,0
4.42916,0
4.43011,0
4.43105,0
4.432,0
4.43294,0
4.43388,0
4.43483,0
4.43577,0
4.43672,0
4.43766,0
4.4386,0
4.43955,0
4.44049,0
4.44144,0
4.44238,0
4.44332,0
4.44427,0
4.44521,0
4.44616,0
4.4471,0
4.44804,0
4.44899,0
4.44993,0
4.45088,0
4.45182,0
4.45276,0
4.45371,0
4.45465,0
4.4556,0
4.45654,0
4.45748,0
4.45843,0
4.45937,0
4.46032,0
4.46126,0
4.4622,0
4.46315,0
4.46409,0
4.46504,0
4.46598,0
4.46692,0
4.46787,0
4.46881,0
4.46976,0
4.4707,0
4.47164,0
4.47259,0
4.47353,0
4.47448,0
4.47542,0
4.47636,0
4.47731,0
4.47825,0
4.4792,0
4.61312,0
4.61406,0
4.615,0
4.61595,0
4.61689,0
4.61784,0
4.61878,0
4.61972,0
4.62067,0
4.62161,0
4.62256,0
4.6235,0
4.62444,0
4.62539,0
4.62633,0
4.8102,0
4.81114,0
4.81209,0
4.81303,0
4.81398,0
4.81492,0
4.81586,0
4.81681,0
4.81775,0
4.8187,0
4.81964,0
4.82058,0
4.82153,0
4.82247,0
4.82342,0
4.82436,0
4.8253,0
4.82625,0
4.82719,0
4.82814,0
4.82908,0
4.83002,0
4.83097,0
4.83191,0
4.83286,0
4.8338,0
4.83474,0
4.83569,0
4.83663,0
4.83758,0
4.83852,0
4.83946,0
4.84041,0
4.84135,0
4.8423,0
4.84324,0
4.84418,0
4.84513,0
4.84607,0
4.84702,0
4.84796,0
4.8489,0
4.84985,0
4.85079,0
4.85174,0
4.85268,0
4.85362,0
4.85457,0
4.85551,0
4.85646,0
4.8574,0
4.85834,0
4.85929,0
4.86023,0
4.86118,0
4.86212,0
4.86306,0
4.86401,0
4.86495,0
4.8659,0
4.86684,0
4.86778,0
4.86873,0
4.86967,0
4.87062,0
4.87156,0
4.8725,0
4.87345,0
4.87439,0
4.87534,0
4.87628,0
4.87722,0
4.87817,0
4.87911,0
4.88006,0
4.881,0
4.88194,0
4.88289,0
4.88383,0
4.88478,0
4.88572,0
4.88666,0
4.88761,0
4.88855,0
4.8895,0
4.89044,0
4.89138,0
4.89233,0
4.89327,0
4.89422,0
4.89475,0
4.89557,0
4.89652,0
4.89734,0
4.89817,0
4.89911,0
4.89994,0
4.90076,0
4.90171,0
4.90253,0
4.90336,0
4.9043,0
4.90513,0
4.90595,0
4.9069,0
4.90772,0
4.90855,0
4.90949,0
5.01407,0
5.0149,0
5.01584,0
5.01688,0
5.0177,0
5.01865,0
5.01947,0
5.0203,0
5.02124,0
5.02207,0
5.02289,0
5.02384,0
5.02466,0
5.02549,0
5.02643,0
5.02727,0
5.0281,0
5.21159,0
5.21241,0
5.21324,0
5.21439,0
5.21522,0
5.21604,0
5.21699,0
5.21781,0
5.21864,0
5.21958,0
5.22041,0
5.22123,0
5.22218,0
5.223,0
5.22383,0
5.22479,0
5.22561,0
5.22644,0
5.22738,0
5.22821,0
5.22903,0
5.22998,0
5.2308,0
5.23163,0
5.23257,0
5.2334,0
5.23422,0
5.23517,0
5.23599,0
5.23682,0
5.23776,0
5.23859,0
5.23941,0
5.24036,0
5.24118,0
5.24201,0
5.24295,0
5.24378,0
5.2446,0
5.24555,0
5.24637,0
5.2472,0
5.24814,0
5.24897,0
5.24979,0
5.25074,0
5.25156,0
5.25239,0
5.25333,0
5.25416,0
5.25498,0
5.25593,0
5.25675,0
5.25758,0
5.25852,0
5.25935,0
5.26017,0
5.26112,0
5.26194,0
5.26277,0
5.26371,0
5.26454,0
5.26536,0
5.26631,0
5.26713,0
5.26796,0
5.2689,0
5.26973,0
5.27055,0
5.2715,0
5.27232,0
5.27315,0
5.27409,0
5.27492,0
5.27575,0
5.27669,0
5.27751,0
5.27834,0
5.27928,0
5.28011,0
5.28094,0
5.28188,0
5.28271,0
5.28353,0
5.28447,0
5.2853,0
5.28613,0
5.28707,0
5.2879,0
5.28872,0
5.28967,0
5.29049,0
5.29132,0
5.29226,0
5.29309,0
5.29391,0
5.29486,0
5.29568,0
5.29651,0
5.29745,0
5.29828,0
5.2991,0
5.30005,0
5.30087,0
5.3017,0
5.30264,0
5.30347,0
5.30429,0
5.30524,0
5.30606,0
5.30689,0
5.30783,0
5.30866,0
5.30948,0
5.31043,0
5.31125,0
5.31208,0
5.41552,0
5.4168,0
5.41763,0
5.41857,0
5.4196,0
5.42043,0
5.42137,0
5.4222,0
5.42302,0
5.42397,0
5.42479,0
5.42562,0
5.42656,0
5.42739,0
