Time,QueueSize
1,1
1.22022,11
1.44145,2
1.44302,3
1.44459,3
1.44617,3
1.44774,3
1.64853,2
1.66344,3
1.66501,3
1.66658,3
1.66816,3
1.66973,3
1.6713,3
1.67288,3
1.87052,3
1.88543,3
1.887,3
1.88857,3
1.89015,3
1.89172,3
1.89329,3
1.89487,3
1.89644,3
1.89801,3
1.89959,3
2.09172,3
2.09329,3
2.10741,3
2.10899,3
2.11056,3
2.11213,3
2.11371,3
2.11528,3
2.11685,3
2.11843,3
2.12,3
2.12157,3
2.12315,3
2.12472,3
2.12629,3
2.12787,3
2.12944,3
2.31371,3
2.31528,3
2.31685,3
2.3294,3
2.33098,3
2.33255,3
2.33412,3
2.3357,3
2.33727,3
2.33884,3
2.34042,3
2.34199,3
2.34356,3
2.34514,3
2.34671,3
2.34828,3
2.34986,3
2.35143,3
2.353,3
2.35458,3
2.35615,3
2.35772,3
2.3593,3
2.36087,3
2.36244,3
2.53491,3
2.53648,3
2.53806,3
2.53963,3
2.5412,3
2.55139,3
2.55296,3
2.55454,3
2.55611,3
2.55768,3
2.55926,3
2.56083,3
2.5624,3
2.56398,3
2.56555,3
2.56712,3
2.5687,3
2.57027,3
2.57184,3
2.57342,3
2.57499,3
2.57656,3
2.57814,3
2.57971,3
2.58128,3
2.58286,3
2.58443,3
2.586,3
2.58758,3
2.58915,3
2.59072,3
2.5923,3
2.59387,3
2.59544,3
2.59702,3
2.59859,3
2.60016,3
2.60174,3
2.7569,3
2.75847,3
2.76004,3
2.76162,3
2.76319,3
2.76476,3
2.76634,3
2.77259,3
2.77417,3
2.77574,3
2.77731,3
2.77889,3
2.78046,3
2.78203,3
2.78361,3
2.78518,3
2.78675,3
2.78833,3
2.7899,3
2.79147,3
2.79305,3
2.79462,3
2.79619,3
2.79777,3
2.79934,3
2.80091,3
2.80249,3
2.80406,3
2.80563,3
2.80721,3
2.80878,3
2.81035,3
2.81193,3
2.8135,3
2.81507,3
2.81665,3
2.81822,3
2.81979,3
2.82137,3
2.82294,3
2.82451,3
2.82609,3
2.82766,3
2.82923,3
2.83081,3
2.83238,3
2.83395,3
2.83553,3
2.8371,3
2.83867,3
2.84025,3
2.84182,3
2.84339,3
2.84497,3
2.84654,3
2.84811,3
2.84969,3
2.97889,3
2.98046,3
2.98203,3
2.98361,3
2.98518,3
2.98675,3
2.98833,3
2.9899,3
2.99147,3
2.99305,3
2.99462,3
2.99619,3
2.99777,3
2.99934,3
3.00091,3
3.00249,3
3.00406,3
3.00563,3
3.00721,3
3.00878,3
3.01035,3
3.01193,3
3.0135,3
3.01507,3
3.01665,3
3.01822,3
3.01979,3
3.02137,3
3.02294,3
3.02451,3
3.02609,3
3.02766,3
3.02923,3
3.03081,3
3.03238,3
3.03395,3
3.03553,3
3.0371,3
3.03867,3
3.04025,3
3.04182,3
3.04339,3
3.04497,3
3.04654,3
3.04811,3
3.04969,3
3.05126,3
3.05283,3
3.05441,3
3.05598,3
3.05755,3
3.05913,3
3.0607,3
3.06227,3
3.06385,3
3.06542,3
3.06699,3
3.06857,3
3.07014,3
3.07171,3
3.07329,3
3.07486,3
3.07643,3
3.07801,3
3.07958,3
3.08115,3
3.08273,3
3.0843,3
3.08587,3
3.08745,3
3.08902,3
3.08908,1
3.09059,2
3.0906,1
3.09217,2
3.09376,3
3.09539,3
3.09691,3
3.10006,3
3.1017,3
3.10485,3
3.10637,3
3.10801,3
3.11116,3
3.20016,3
3.20168,3
3.20483,3
3.20647,3
3.20799,3
3.21114,3
3.21278,3
3.21429,3
3.21745,3
3.21908,3
3.22212,3
3.22376,3
3.22527,3
3.22843,3
3.23006,3
3.23158,3
3.23473,3
3.23637,3
3.23789,3
3.24104,3
3.24268,3
3.24583,3
3.24735,3
3.24887,3
3.25202,3
3.25366,3
3.25517,3
3.25833,3
3.25996,3
3.26148,3
3.26464,3
3.26627,3
3.26942,3
3.27094,3
3.27258,3
3.27561,3
3.27725,3
3.27877,3
3.28192,3
3.28356,3
3.28508,3
3.28823,3
3.28986,3
3.29302,3
3.29454,3
3.29617,3
3.29932,3
3.30084,3
3.30236,3
3.30552,3
3.30715,3
3.30867,3
3.31182,3
3.31346,3
3.31498,3
3.31813,3
3.31976,3
3.32292,3
3.32444,3
3.32607,3
3.32911,3
3.33074,3
3.33226,3
3.33542,3
3.33705,3
3.33857,3
3.34172,3
3.34336,3
3.34651,3
3.34803,3
3.34967,3
3.35282,3
3.35434,3
3.35586,3
3.35901,3
3.36064,3
3.36216,3
3.36462,3
3.36765,3
3.36894,3
3.37197,3
3.37326,3
3.3763,3
3.37758,3
3.38062,3
3.38202,3
3.38494,3
3.38634,3
3.38926,3
3.42138,3
3.42442,3
3.42605,3
3.42909,3
3.43037,3
3.43341,3
3.4347,3
3.43773,3
3.43902,3
3.44205,3
3.44334,3
3.44638,3
3.44778,3
3.4507,3
3.4521,3
3.45502,3
3.45642,3
3.45934,3
3.46074,3
3.46366,3
3.46506,3
3.46798,3
3.46939,3
3.47231,3
3.47371,3
3.47663,3
3.47803,3
3.48095,3
3.48235,3
3.48527,3
3.48667,3
3.48959,3
3.49099,3
3.49391,3
3.49532,3
3.49824,3
3.49964,3
3.50256,3
3.50396,3
3.50688,3
3.50828,3
3.5112,3
3.5126,3
3.51552,3
3.51692,3
3.51984,3
3.52124,3
3.52416,3
3.52557,3
3.52849,3
3.52989,3
3.53281,3
3.53421,3
3.53713,3
3.53853,3
3.54145,3
3.54285,3
3.54577,3
3.54717,3
3.55021,3
3.5515,3
3.55453,3
3.55582,3
3.55885,3
3.56014,3
3.56318,3
3.56446,3
3.5675,3
3.56878,3
3.57182,3
3.5731,3
3.57614,3
3.57743,3
3.58046,3
3.58186,3
3.58478,3
3.58619,3
3.58911,3
3.59051,3
3.59343,3
3.59483,3
3.59775,3
3.59915,3
3.60207,3
3.60347,3
3.60639,3
3.60779,3
3.61071,3
3.61212,3
3.64342,3
3.64564,3
3.64867,3
3.65031,3
3.65335,3
3.65463,3
3.65767,3
3.65895,3
3.66199,3
3.66327,3
3.66631,3
3.6676,3
3.67063,3
3.67203,3
3.67495,3
3.67636,3
3.67928,3
3.68068,3
3.6836,3
3.685,3
3.68792,3
3.68932,3
3.69224,3
3.69364,3
3.69656,3
3.69796,3
3.70088,3
3.70228,3
3.7052,3
3.70661,3
3.70953,3
3.71093,3
3.71385,3
3.71525,3
3.71817,3
3.71957,3
3.72249,3
3.72389,3
3.72681,3
3.72821,3
3.73113,3
3.73254,3
3.73546,3
3.73686,3
3.73978,3
3.74118,3
3.7441,3
3.7455,3
3.74842,3
3.74982,3
3.75274,3
3.75414,3
3.75706,3
3.75847,3
3.76139,3
3.76279,3
3.76571,3
3.76711,3
3.77003,3
3.77143,3
3.77447,3
3.77575,3
3.77879,3
3.78007,3
3.78311,3
3.7844,3
3.78743,3
3.78872,3
3.79175,3
3.79316,3
3.79608,3
3.79748,3
3.8004,3
3.8018,3
3.80472,3
3.80612,3
3.80904,3
3.81044,3
3.81336,3
3.81476,3
3.81768,3
3.81908,3
3.822,3
3.82341,3
3.82633,3
3.82773,3
3.83065,3
3.83205,3
3.83497,3
3.86464,3
3.86767,3
3.86989,3
3.87293,3
3.87456,3
3.8776,3
3.87889,3
3.88192,3
3.88321,3
3.88624,3
3.88753,3
3.89057,3
3.89185,3
3.89489,3
3.89629,3
3.89921,3
3.90061,3
3.90353,3
3.90493,3
3.90785,3
3.90925,3
3.91217,3
3.91358,3
3.9165,3
3.9179,3
3.92082,3
3.92222,3
3.92514,3
3.92654,3
3.92946,3
3.93086,3
3.93378,3
3.93518,3
3.9381,3
3.93951,3
3.94243,3
3.94383,3
3.94675,3
3.94815,3
3.95107,3
3.95247,3
3.95539,3
3.95679,3
3.95971,3
3.96111,3
3.96403,3
3.96544,3
3.96836,3
3.96976,3
3.97268,3
3.97408,3
3.977,3
3.9784,3
3.98132,3
3.98272,3
3.98564,3
3.98704,3
3.98996,3
3.99136,3
3.99428,3
3.99569,3
3.99872,3
4.00001,3
4.00304,3
4.00433,3
4.00737,3
4.00865,3
4.01169,3
4.01297,3
4.01601,3
4.01741,3
4.02033,3
4.02173,3
4.02465,3
4.02605,3
4.02897,3
4.03038,3
4.0333,3
4.0347,3
4.03762,3
4.03902,3
4.04194,3
4.04334,3
4.04626,3
4.04766,3
4.05058,3
4.05198,3
4.0549,3
4.05631,3
4.08667,3
4.08889,3
4.09193,3
4.09415,3
4.09719,3
4.09882,3
4.10186,3
4.10314,3
4.10618,3
4.10746,3
4.1105,3
4.11179,3
4.11482,3
4.11611,3
4.11914,3
4.12055,3
4.12347,3
4.12487,3
4.12779,3
4.12919,3
4.13211,3
4.13351,3
4.13643,3
4.13783,3
4.14075,3
4.14215,3
4.14507,3
4.14648,3
4.1494,3
4.1508,3
4.15372,3
4.15512,3
4.15804,3
4.15944,3
4.16236,3
4.16376,3
4.16668,3
4.16808,3
4.171,3
4.1724,3
4.17532,3
4.17673,3
4.17965,3
4.18105,3
4.18397,3
4.18537,3
4.18829,3
4.18969,3
4.19261,3
4.19401,3
4.19693,3
4.19833,3
4.20125,3
4.20266,3
4.20558,3
4.20698,3
4.2099,3
4.2113,3
4.21422,3
4.21562,3
4.21854,3
4.21994,3
4.22298,3
4.22426,3
4.2273,3
4.22859,3
4.23162,3
4.23291,3
4.23594,3
4.23723,3
4.24027,3
4.24167,3
4.24459,3
4.24599,3
4.24891,3
4.25031,3
4.25323,3
4.25463,3
4.25755,3
4.25895,3
4.26187,3
4.26328,3
4.2662,3
4.2676,3
4.27052,3
4.27192,3
4.27484,3
4.27624,3
4.27916,3
4.30789,3
4.31093,3
4.31315,3
4.31619,3
4.3184,3
4.32144,3
4.32308,3
4.32611,3
4.3274,3
4.33044,3
4.33172,3
4.33476,3
4.33604,3
4.33908,3
4.34036,3
4.3434,3
4.3448,3
4.34772,3
4.34912,3
4.35204,3
4.35344,3
4.35636,3
4.35777,3
4.36069,3
4.36209,3
4.36501,3
4.36641,3
4.36933,3
4.37073,3
4.37365,3
4.37505,3
4.37797,3
4.37937,3
4.38229,3
4.3837,3
4.38662,3
4.38802,3
4.39094,3
4.39234,3
4.39526,3
4.39666,3
4.39958,3
4.40098,3
4.4039,3
4.4053,3
4.40822,3
4.40963,3
4.41255,3
4.41395,3
4.41687,3
4.41827,3
4.42119,3
4.42259,3
4.42551,3
4.42691,3
4.42983,3
4.43123,3
4.43415,3
4.43556,3
4.43848,3
4.43988,3
4.4428,3
4.4442,3
4.44724,3
4.44852,3
4.45156,3
4.45284,3
4.45588,3
4.45716,3
4.4602,3
4.46148,3
4.46452,3
4.46592,3
4.46884,3
4.47024,3
4.47316,3
4.47457,3
4.47749,3
4.48046,1
4.48388,1
4.48525,1
4.48663,1
4.4882,1
4.49037,1
4.49174,1
4.49312,1
4.49469,1
4.49685,1
4.49823,1
4.49961,1
4.50118,1
4.5299,1
4.53215,1
4.53352,1
4.53515,1
4.53819,1
4.53962,1
4.541,1
4.54345,1
4.54561,1
4.54733,1
4.54871,1
4.55028,1
4.55244,1
4.55382,1
4.55519,1
4.55677,1
4.55893,1
4.56031,1
4.56168,1
4.56326,1
4.56463,1
4.56679,1
4.56817,1
4.56974,1
4.57112,1
4.57328,1
4.57466,1
4.57623,1
4.57761,1
4.57977,1
4.58115,1
4.58272,1
4.5841,1
4.58626,1
4.58763,1
4.58921,1
4.59058,1
4.59275,1
4.59412,1
4.5957,1
4.59707,1
4.59923,1
4.60061,1
4.60218,1
4.60356,1
4.60494,1
4.6071,1
4.60867,1
4.65546,1
4.65625,1
4.65763,1
4.65841,1
4.65979,1
4.66058,1
4.66195,1
4.66274,1
4.66411,1
4.6649,1
4.66628,1
4.66706,1
4.66845,1
4.66924,1
4.67061,1
4.6714,1
4.67278,1
4.67356,1
4.67494,1
4.67573,1
4.6771,1
4.67789,1
4.67927,1
4.68005,1
4.68143,1
4.68221,1
4.68359,1
4.68438,1
4.68575,1
4.68654,1
4.68792,1
4.6887,1
4.69008,1
4.69087,1
4.69224,1
4.69303,1
4.6944,1
4.69519,1
4.69657,1
4.69735,1
4.69873,2
4.70174,3
4.70186,3
4.70198,3
4.70209,3
4.70221,3
4.70233,3
4.70244,3
4.70256,3
4.70268,3
4.70279,3
4.70291,3
4.70303,3
4.70314,3
4.70326,3
4.70338,3
4.70349,3
4.70361,3
4.70373,3
4.70384,3
4.70396,1
4.7041,1
4.70434,1
4.70465,1
4.70497,1
4.7052,1
4.70552,1
4.70583,1
4.70607,1
4.70638,1
4.7067,1
4.70693,1
4.70725,1
4.70756,1
4.7078,1
4.70811,1
4.70843,1
4.70866,1
4.70898,1
4.70929,1
4.70953,1
4.70984,1
4.71016,1
4.71039,1
4.71071,1
4.71102,1
4.71126,1
4.71157,1
4.71189,1
4.71212,1
4.71244,1
4.71275,1
4.71299,1
4.7133,1
4.71362,1
4.71385,1
4.71417,1
4.71448,1
4.71472,1
4.71503,1
4.71535,1
4.71558,1
4.7159,1
4.71621,1
4.71645,1
4.71676,1
4.71708,1
4.71731,1
4.71763,1
4.71794,1
4.71818,1
4.71849,1
4.71881,1
4.71904,1
4.71936,1
4.71967,1
4.71991,1
4.72022,1
4.72054,1
4.72077,1
4.72109,1
4.7214,1
4.72164,1
4.72195,1
4.72227,1
4.7225,1
4.72282,1
4.72313,1
4.72337,1
4.72368,1
4.724,1
4.72423,1
4.72455,1
4.72486,1
4.92373,2
4.92511,1
4.92648,2
4.92806,2
4.92943,2
4.93081,2
4.93238,2
4.93376,1
4.93513,2
4.93671,2
4.93808,2
4.93946,2
4.94103,2
4.94241,1
4.94378,2
4.94536,2
4.94673,2
4.94811,2
4.94968,2
4.95106,1
4.95244,2
4.95401,2
4.95538,2
4.95676,1
4.95833,3
4.95971,1
4.96109,2
4.96266,2
4.96404,2
4.96541,1
4.96698,2
4.96836,2
4.96974,2
4.97131,2
4.97269,2
4.97406,1
4.97564,2
4.97701,2
4.97839,2
4.97996,2
4.98134,2
4.98271,1
4.98429,2
4.98566,2
4.98704,2
4.98861,2
4.98999,2
4.99136,1
4.99294,2
4.99431,2
4.99569,2
4.99726,2
4.99864,1
5.00001,2
5.00159,2
5.00296,2
5.00434,2
5.00591,2
5.00729,1
5.00866,2
5.01024,2
5.01161,2
5.01299,2
5.01456,2
5.01594,1
5.14493,2
5.14651,2
5.14847,2
5.15005,2
5.15162,2
5.15319,2
5.15477,2
5.15634,2
5.15791,2
5.15949,2
5.16106,2
5.16263,2
5.16421,2
5.16578,2
5.16735,2
5.16893,2
5.1705,2
5.17207,2
5.17365,2
5.17522,2
5.17679,3
5.17837,2
5.18032,2
5.1819,2
5.18347,2
5.18504,2
5.18662,2
5.18819,2
5.18976,2
5.19134,2
5.19291,2
5.19448,2
5.19606,2
5.19763,2
5.1992,2
5.20078,2
5.20235,2
5.20392,2
5.2055,2
5.20707,2
5.20864,2
5.21022,2
5.21179,2
5.21336,2
5.21494,2
5.21651,2
5.21808,2
5.21966,2
5.22123,2
5.2228,2
5.22438,2
5.22595,2
5.22752,2
5.2291,2
5.23067,2
5.23224,2
5.23382,2
5.23539,2
5.23696,2
5.36614,2
5.36771,2
5.36967,2
5.37125,2
5.37282,2
5.37439,2
5.37597,2
5.37754,2
5.37911,2
5.38069,2
5.38226,2
5.38383,2
5.38541,2
5.38698,2
5.38855,2
5.39013,2
5.3917,2
5.39327,2
5.39485,2
5.39642,2
5.39799,2
5.39957,2
5.40114,2
5.40271,2
5.40429,2
5.40586,2
5.40743,2
5.40901,2
5.41058,2
5.41215,2
5.41373,2
5.4153,2
5.41687,2
5.41845,2
5.42002,2
5.42159,2
5.42317,2
5.42474,2
