Time ,CWND1,CWND3
4.98566,64148,64148
4.98704,64152,64152
4.98861,64156,64156
4.98999,64160,64160
4.99136,64164,64164
4.99294,64168,64168
4.99431,64172,64172
4.99569,64176,64176
4.99726,64180,64180
4.99864,64184,64184
5.00001,64188,64188
5.00159,64192,64192
5.00296,64196,64196
5.00434,64200,64200
5.00591,64204,64204
5.00729,64208,64208
5.00866,64212,64212
5.01024,64216,64216
5.01161,64220,64220
5.01299,64224,64224
5.01456,64228,64228
5.01594,64232,64232
5.14493,64236,64236
5.14651,64240,64240
5.14847,64244,64244
5.15005,64248,64248
5.15162,64252,64252
5.15319,64256,64256
5.15477,64260,64260
5.15634,64264,64264
5.15791,64268,64268
5.15949,64272,64272
5.16106,64276,64276
5.16263,64280,64280
5.16421,64284,64284
5.16578,64288,64288
5.16735,64292,64292
5.16893,64296,64296
5.1705,64300,64300
5.17207,64304,64304
5.17365,64308,64308
5.17522,64312,64312
5.17679,64316,64316
5.17837,64320,64320
5.18032,64324,64324
5.1819,64328,64328
5.18347,64332,64332
5.18504,64336,64336
5.18662,64340,64340
5.18819,64344,64344
5.18976,64348,64348
5.19134,64352,64352
5.19291,64356,64356
5.19448,64360,64360
5.19606,64364,64364
5.19763,64368,64368
5.1992,64372,64372
5.20078,64376,64376
5.20235,64380,64380
5.20392,64384,64384
5.2055,64388,64388
5.20707,64392,64392
5.20864,64396,64396
5.21022,64400,64400
5.21179,64404,64404
5.21336,64408,64408
5.21494,64412,64412
5.21651,64416,64416
5.21808,64420,64420
5.21966,64424,64424
5.22123,64428,64428
5.2228,64432,64432
5.22438,64436,64436
5.22595,64440,64440
5.22752,64444,64444
5.2291,64448,64448
5.23067,64452,64452
5.23224,64456,64456
5.23382,64460,64460
5.23539,64464,64464
5.23696,64468,64468
5.36614,64472,64472
5.36771,64476,64476
5.36967,64480,64480
5.37125,64484,64484
5.37282,64488,64488
5.37439,64492,64492
5.37597,64496,64496
5.37754,64500,64500
5.37911,64504,64504
5.38069,64508,64508
5.38226,64512,64512
5.38383,64516,64516
5.38541,64520,64520
5.38698,64524,64524
5.38855,64528,64528
5.39013,64532,64532
5.3917,64536,64536
5.39327,64540,64540
5.39485,64544,64544
5.39642,64548,64548
5.39799,64552,64552
5.39957,64556,64556
5.40114,64560,64560
5.40271,64564,64564
5.40429,64568,64568
5.40586,64572,64572
5.40743,64576,64576
5.40901,64580,64580
5.41058,64584,64584
5.41215,64588,64588
5.41373,64592,64592
5.4153,64596,64596
5.41687,64600,64600
5.41845,64604,64604
5.42002,64608,64608
5.42159,64612,64612
5.42317,64616,64616
5.42474,64620,64620
5.42631,64624,64624
5.42789,64628,64628
5.42946,64632,64632
5.43103,64636,64636
5.43261,64640,64640
5.43418,64644,64644
5.43575,64648,64648
5.43733,64652,64652
5.4389,64656,64656
5.44047,64660,64660
5.44205,64664,64664
5.44362,64668,64668
5.44519,64672,64672
5.44677,64676,64676
5.44834,64680,64680
5.44991,64684,64684
5.45149,64688,64688
5.45306,64692,64692
5.45463,64696,64696
5.45621,64700,64700
5.45778,64704,64704
5.45935,64708,64708
5.58812,64712,64712
5.5897,64716,64716
5.59166,64720,64720
5.59324,64724,64724
5.59481,64728,64728
5.59638,64732,64732
5.59796,64736,64736
5.59953,64740,64740
5.6011,64744,64744
5.60268,64748,64748
5.60425,64752,64752
5.60582,64756,64756
5.6074,64760,64760
5.60897,64764,64764
5.61054,64768,64768
5.61212,64772,64772
5.61369,64776,64776
5.61526,64780,64780
5.61684,64784,64784
5.61841,64788,64788
5.61998,64792,64792
5.62156,64796,64796
5.62313,64800,64800
5.6247,64804,64804
5.62628,64808,64808
5.62785,64812,64812
5.62942,64816,64816
5.631,64820,64820
5.63257,64824,64824
5.63414,64828,64828
5.63572,64832,64832
5.63729,64836,64836
5.63886,64840,64840
5.64044,64844,64844
5.64201,64848,64848
5.64358,64852,64852
5.64516,64856,64856
5.64673,64860,64860
5.6483,64864,64864
5.64988,64868,64868
5.65145,64872,64872
5.65302,64876,64876
5.6546,64880,64880
5.65617,64884,64884
5.65774,64888,64888
5.65932,64892,64892
5.66089,64896,64896
5.66246,64900,64900
5.66404,64904,64904
5.66561,64908,64908
5.66718,64912,64912
5.66876,64916,64916
5.67033,64920,64920
5.6719,64924,64924
5.67348,64928,64928
5.67505,64932,64932
5.67662,64936,64936
5.6782,64940,64940
5.67977,64944,64944
5.68134,64948,64948
5.81011,64952,64952
5.81169,64956,64956
5.81365,64960,64960
5.81523,64964,64964
5.8168,64968,64968
5.81837,64972,64972
5.81995,64976,64976
5.82152,64980,64980
5.82309,64984,64984
5.82467,64988,64988
5.82624,64992,64992
5.82781,64996,64996
5.82939,65000,65000
5.83096,65004,65004
5.83253,65008,65008
5.83411,65012,65012
5.83568,65016,65016
5.83725,65020,65020
5.83883,65024,65024
5.8404,65028,65028
5.84197,65032,65032
5.84355,65036,65036
5.84512,65040,65040
5.84669,65044,65044
5.84827,65048,65048
5.84984,65052,65052
5.85141,65056,65056
5.85299,65060,65060
5.85456,65064,65064
5.85613,65068,65068
5.85771,65072,65072
5.85928,65076,65076
5.86085,65080,65080
5.86243,65084,65084
5.864,65088,65088
5.86557,65092,65092
5.86715,65096,65096
5.86872,65100,65100
5.87029,65104,65104
5.87187,65108,65108
5.87344,65112,65112
5.87501,65116,65116
5.87659,65120,65120
5.87816,65124,65124
5.87973,65128,65128
5.88131,65132,65132
5.88288,65136,65136
5.88445,65140,65140
5.88603,65144,65144
5.8876,65148,65148
5.88917,65152,65152
5.89075,65156,65156
5.89232,65160,65160
5.89389,65164,65164
5.89547,65168,65168
5.89704,65172,65172
5.89861,65176,65176
5.90019,65180,65180
5.90176,65184,65184
5.90333,65188,65188
6.03132,65192,65192
6.03289,65196,65196
6.03485,65200,65200
6.03643,65204,65204
6.038,65208,65208
6.03957,65212,65212
6.04115,65216,65216
6.04272,65220,65220
6.04429,65224,65224
6.04587,65228,65228
6.04744,65232,65232
6.04901,65236,65236
6.05059,65240,65240
6.05216,65244,65244
6.05373,65248,65248
6.05531,65252,65252
6.05688,65256,65256
6.05845,65260,65260
6.06003,65264,65264
6.0616,65268,65268
6.06317,65272,65272
6.06475,65276,65276
6.06632,65280,65280
6.06789,65284,65284
6.06947,65288,65288
6.07104,65292,65292
6.07261,65296,65296
6.07419,65300,65300
6.07576,65304,65304
6.07733,65308,65308
6.07891,65312,65312
6.08048,65316,65316
6.08205,65320,65320
6.08363,65324,65324
6.0852,65328,65328
6.08677,65332,65332
6.08835,65336,65336
6.08992,65340,65340
6.09149,65344,65344
6.09307,65348,65348
6.09464,65352,65352
6.09621,65356,65356
6.09779,65360,65360
6.09936,65364,65364
6.10093,65368,65368
6.10251,65372,65372
6.10408,65376,65376
6.10565,65380,65380
6.10723,65384,65384
6.1088,65388,65388
6.11037,65392,65392
6.11195,65396,65396
6.11352,65400,65400
6.11509,65404,65404
6.11667,65408,65408
6.11824,65412,65412
6.11981,65416,65416
6.12139,65420,65420
6.12296,65424,65424
6.12453,65428,65428
6.25252,65432,65432
6.25409,65436,65436
6.25606,65440,
6.25763,65444,
6.2592,65448,
6.26078,65452,
6.26235,65456,
6.26392,65460,
6.2655,65464,
6.26707,65468,
6.26864,65472,
6.27022,65476,
6.27179,65480,
6.27336,65484,
6.27494,65488,
6.27651,65492,
6.27808,65496,
6.27966,65500,
6.28123,65504,
6.2828,65508,
6.28438,65512,
6.28595,65516,
6.28752,65520,
6.2891,65524,
6.29067,65528,
6.29224,65532,
6.29382,65536,
6.29539,65540,
6.29696,65544,
6.29854,65548,
6.30011,65552,
6.30168,65556,
6.30326,65560,
6.30483,65564,
6.3064,65568,
6.30798,65572,
6.30955,65576,
6.31112,65580,
6.3127,65584,
6.31427,65588,
6.31584,65592,
6.31742,65596,
6.31899,65600,
6.32056,65604,
6.32214,65608,
6.32371,65612,
6.32528,65616,
6.32686,65620,
6.32843,65624,
6.33,65628,
6.33158,65632,
6.33315,65636,
6.33472,65640,
6.3363,65644,
6.33787,65648,
6.33944,65652,
6.34102,65656,
6.34259,65660,
6.34416,65664,
6.34574,65668,
6.34731,65672,
6.47451,65676,
6.47608,65680,
6.47804,65684,
6.47962,65688,
6.48119,65692,
6.48276,65696,
6.48434,65700,
6.48591,65704,
6.48748,65708,
6.48906,65712,
6.49063,65716,
6.4922,65720,
6.49378,65724,
6.49535,65728,
6.49692,65732,
6.4985,65736,
6.50007,65740,
6.50164,65744,
6.50322,65748,
6.50479,65752,
6.50636,65756,
6.50794,65760,
6.50951,65764,
6.51108,65768,
6.51266,65772,
6.51423,65776,
6.5158,65780,
6.51738,65784,
6.51895,65788,
6.52052,65792,
6.5221,65796,
6.52367,65800,
6.52524,65804,
6.52682,65808,
6.52839,65812,
6.52996,65816,
6.53154,65820,
6.53311,65824,
6.53468,65828,
6.53626,65832,
6.53783,65836,
6.5394,65840,
6.54098,65844,
6.54255,65848,
6.54412,65852,
6.5457,65856,
6.54727,65860,
6.54884,65864,
6.55042,65868,
6.55199,65872,
6.55356,65876,
6.55514,65880,
6.55671,65884,
6.55828,65888,
6.55986,65892,
6.56143,65896,
6.563,65900,
6.56458,65904,
6.56615,65908,
6.56772,65912,
6.5693,65916,
6.69649,65920,
6.69807,65924,
6.70003,65928,
6.70161,65932,
6.70318,65936,
6.70475,65940,
6.70633,65944,
6.7079,65948,
6.70947,65952,
6.71105,65956,
6.71262,65960,
6.71419,65964,
6.71577,65968,
6.71734,65972,
6.71891,65976,
6.72049,65980,
6.72206,65984,
6.72363,65988,
6.72521,65992,
6.72678,65996,
6.72835,66000,
6.72993,66004,
6.7315,66008,
6.73307,66012,
6.73465,66016,
6.73622,66020,
6.73779,66024,
6.73937,66028,
6.74094,66032,
6.74251,66036,
6.74409,66040,
6.74566,66044,
6.74723,66048,
6.74881,66052,
6.75038,66056,
6.75195,66060,
6.75353,66064,
6.7551,66068,
6.75667,66072,
6.75825,66076,
6.75982,66080,
6.76139,66084,
6.76297,66088,
6.76454,66092,
6.76611,66096,
6.76769,66100,
6.76926,66104,
6.77083,66108,
6.77241,66112,
6.77398,66116,
6.77555,66120,
6.77713,66124,
6.7787,66128,
6.78027,66132,
6.78185,66136,
6.78342,66140,
6.78499,66144,
6.78657,66148,
6.78814,66152,
6.78971,66156,
6.79129,66160,
6.91848,66164,
6.92006,66168,
6.92163,66172,
6.9232,66176,
6.92478,66180,
6.92635,66184,
6.92792,66188,
6.9295,66192,
6.93107,66196,
6.93264,66200,
6.93422,66204,
6.93579,66208,
6.93736,66212,
6.93894,66216,
6.94051,66220,
6.94208,66224,
6.94366,66228,
6.94523,66232,
6.9468,66236,
6.94838,66240,
6.94995,66244,
6.95152,66248,
6.9531,66252,
6.95467,66256,
6.95624,66260,
6.95782,66264,
6.95939,66268,
6.96096,66272,
6.96254,66276,
6.96411,66280,
6.96568,66284,
6.96726,66288,
6.96883,66292,
6.9704,66296,
6.97198,66300,
6.97355,66304,
6.97512,66308,
6.9767,66312,
6.97827,66316,
6.97984,66320,
6.98142,66324,
6.98299,66328,
6.98456,66332,
6.98614,66336,
6.98771,66340,
6.98928,66344,
6.99086,66348,
6.99243,66352,
6.994,66356,
6.99558,66360,
6.99715,66364,
6.99872,66368,
7.0003,66372,
7.00187,66376,
7.00344,66380,
7.00502,66384,
7.00659,66388,
7.00816,66392,
7.00974,66396,
7.01131,66400,
7.01288,66404,
7.13969,66408,
7.14126,66412,
7.14283,66416,
7.14441,66420,
7.14598,66424,
7.14755,66428,
7.14913,66432,
7.1507,66436,
7.15227,66440,
7.15385,66444,
7.15542,66448,
7.15699,66452,
7.15857,66456,
7.16014,66460,
7.16171,66464,
7.16329,66468,
7.16486,66472,
7.16643,66476,
7.16801,66480,
7.16958,66484,
7.17115,66488,
7.17273,66492,
7.1743,66496,
7.17587,66500,
7.17745,66504,
7.17902,66508,
7.18059,66512,
7.18217,66516,
7.18374,66520,
7.18531,66524,
7.18689,66528,
7.18846,66532,
7.19003,66536,
7.19161,66540,
7.19318,66544,
7.19475,66548,
7.19633,66552,
7.1979,66556,
7.19947,66560,
7.20105,66564,
7.20262,66568,
7.20419,66572,
7.20577,66576,
7.20734,66580,
7.20891,66584,
7.21049,66588,
7.21206,66592,
7.21363,66596,
7.21521,66600,
7.21678,66604,
7.21835,66608,
7.21993,66612,
7.2215,66616,
7.22307,66620,
7.22465,66624,
7.22622,66628,
7.22779,66632,
7.22937,66636,
7.23094,66640,
7.23251,66644,
7.23409,66648,
7.36089,66652,
7.36246,66656,
7.36403,66660,
7.36561,66664,
7.36718,66668,
7.36875,66672,
7.37033,66676,
7.3719,66680,
7.37347,66684,
7.37505,66688,
7.37662,66692,
7.37819,66696,
7.37977,66700,
7.38134,66704,
7.38291,66708,
7.38449,66712,
7.38606,66716,
7.38763,66720,
7.38921,66724,
7.39078,66728,
7.39235,66732,
7.39393,66736,
7.3955,66740,
7.39707,66744,
7.39865,66748,
7.40022,66752,
7.40179,66756,
7.40337,66760,
7.40494,66764,
7.40651,66768,
7.40809,66772,
7.40966,66776,
7.41123,66780,
7.41281,66784,
7.41438,66788,
7.41595,66792,
7.41753,66796,
7.4191,66800,
7.42067,66804,
7.42225,66808,
7.42382,66812,
7.42539,66816,
7.42697,66820,
7.42854,66824,
7.43011,66828,
7.43169,66832,
7.43326,66836,
7.43483,66840,
7.43641,66844,
7.43798,66848,
7.43955,66852,
7.44113,66856,
7.4427,66860,
7.44427,66864,
7.44585,66868,
7.44742,66872,
7.44899,66876,
7.45057,66880,
7.45214,66884,
7.45371,66888,
7.45529,66892,
7.45686,66896,
7.58288,66900,
7.58445,66904,
7.58602,66908,
7.5876,66912,
7.58917,66916,
7.59074,66920,
7.59232,66924,
7.59389,66928,
7.59546,66932,
7.59704,66936,
7.59861,66940,
7.60018,66944,
7.60176,66948,
7.60333,66952,
7.6049,66956,
7.60648,66960,
7.60805,66964,
7.60962,66968,
7.6112,66972,
7.61277,66976,
7.61434,66980,
7.61592,66984,
7.61749,66988,
7.61906,66992,
7.62064,66996,
7.62221,67000,
7.62378,67004,
7.62536,67008,
7.62693,67012,
7.6285,67016,
7.63008,67020,
7.63165,67024,
7.63322,67028,
7.6348,67032,
7.63637,67036,
7.63794,67040,
7.63952,67044,
7.64109,67048,
7.64266,67052,
7.64424,67056,
7.64581,67060,
7.64738,67064,
7.64896,67068,
7.65053,67072,
7.6521,67076,
7.65368,67080,
7.65525,67084,
7.65682,67088,
7.6584,67092,
7.65997,67096,
7.66154,67100,
7.66312,67104,
7.66469,67108,
7.66626,67112,
7.66784,67116,
7.66941,67120,
7.67098,67124,
7.67256,67128,
7.67413,67132,
7.6757,67136,
7.67728,67140,
7.67885,67144,
7.80487,67148,
7.80644,67152,
7.80801,67156,
7.80959,67160,
7.81116,67164,
7.81273,67168,
7.81431,67172,
7.81588,67176,
7.81745,67180,
7.81903,67184,
7.8206,67188,
7.82217,67192,
7.82375,67196,
7.82532,67200,
7.82689,67204,
7.82847,67208,
7.83004,67212,
7.83161,67216,
7.83319,67220,
7.83476,67224,
7.83633,67228,
7.83791,67232,
7.83948,67236,
7.84105,67240,
7.84263,67244,
7.8442,67248,
7.84577,67252,
7.84735,67256,
7.84892,67260,
7.85049,67264,
7.85207,67268,
7.85364,67272,
7.85521,67276,
7.85679,67280,
7.85836,67284,
7.85993,67288,
7.86151,67292,
7.86308,67296,
7.86465,67300,
7.86623,67304,
7.8678,67308,
7.86937,67312,
7.87095,67316,
7.87252,67320,
7.87409,67324,
7.87567,67328,
7.87724,67332,
7.87881,67336,
7.88039,67340,
7.88196,67344,
7.88353,67348,
7.88511,67352,
7.88668,67356,
7.88825,67360,
7.88983,67364,
7.8914,67368,
7.89297,67372,
7.89455,67376,
7.89612,67380,
7.89769,67384,
7.89927,67388,
7.90084,67392,
8.02607,67396,
8.02764,67400,
8.02921,67404,
8.03079,67408,
8.03236,67412,
8.03393,67416,
8.03551,67420,
8.03708,67424,
8.03865,67428,
8.04023,67432,
8.0418,67436,
8.04337,67440,
8.04495,67444,
8.04652,67448,
8.04809,67452,
8.04967,67456,
8.05124,67460,
8.05281,67464,
8.05439,67468,
8.05596,67472,
8.05753,67476,
8.05911,67480,
8.06068,67484,
8.06225,67488,
8.06383,67492,
8.0654,67496,
8.06697,67500,
8.06855,67504,
8.07012,67508,
8.07169,67512,
8.07327,67516,
8.07484,67520,
8.07641,67524,
8.07799,67528,
8.07956,67532,
8.08113,67536,
8.08271,67540,
8.08428,67544,
8.08585,67548,
8.08743,67552,
8.089,67556,
8.09057,67560,
8.09215,67564,
8.09372,67568,
8.09529,67572,
8.09687,67576,
8.09844,67580,
8.10001,67584,
8.10159,67588,
8.10316,67592,
8.10473,67596,
8.10631,67600,
8.10788,67604,
8.10945,67608,
8.11103,67612,
8.1126,67616,
8.11417,67620,
8.11575,67624,
8.11732,67628,
8.11889,67632,
8.12047,67636,
8.12204,67640,
8.24727,67644,
8.24884,67648,
8.25042,67652,
8.25199,67656,
8.25356,67660,
8.25514,67664,
8.25671,67668,
8.25828,67672,
8.25986,67676,
8.26143,67680,
8.263,67684,
8.26458,67688,
8.26615,67692,
8.26772,67696,
8.2693,67700,
8.27087,67704,
8.27244,67708,
8.27402,67712,
8.27559,67716,
8.27716,67720,
8.27874,67724,
8.28031,67728,
8.28188,67732,
8.28346,67736,
8.28503,67740,
8.2866,67744,
8.28818,67748,
8.28975,67752,
8.29132,67756,
8.2929,67760,
8.29447,67764,
8.29604,67768,
8.29762,67772,
8.29919,67776,
8.30076,67780,
8.30234,67784,
8.30391,67788,
8.30548,67792,
8.30706,67796,
8.30863,67800,
8.3102,67804,
8.31178,67808,
8.31335,67812,
8.31492,67816,
8.3165,67820,
8.31807,67824,
8.31964,67828,
8.32122,67832,
8.32279,67836,
8.32436,67840,
8.32594,67844,
8.32751,67848,
8.32908,67852,
8.33066,67856,
8.33223,67860,
8.3338,67864,
8.33538,67868,
8.33695,67872,
8.33852,67876,
8.3401,67880,
8.34167,67884,
8.34324,67888,
8.34482,67892,
8.46926,67896,
8.47083,67900,
8.47241,67904,
8.47398,67908,
8.47555,67912,
8.47713,67916,
8.4787,67920,
8.48027,67924,
8.48185,67928,
8.48342,67932,
8.48499,67936,
8.48657,67940,
8.48814,67944,
8.48971,67948,
8.49129,67952,
8.49286,67956,
8.49443,67960,
8.49601,67964,
8.49758,67968,
8.49915,67972,
8.50073,67976,
8.5023,67980,
8.50387,67984,
8.50545,67988,
8.50702,67992,
8.50859,67996,
8.51017,68000,
8.51174,68004,
8.51331,68008,
8.51489,68012,
8.51646,68016,
8.51803,68020,
8.51961,68024,
8.52118,68028,
8.52275,68032,
8.52433,68036,
8.5259,68040,
8.52747,68044,
8.52905,68048,
8.53062,68052,
8.53219,68056,
8.53377,68060,
8.53534,68064,
8.53691,68068,
8.53849,68072,
8.54006,68076,
8.54163,68080,
8.54321,68084,
8.54478,68088,
8.54635,68092,
8.54793,68096,
8.5495,68100,
8.55107,68104,
8.55265,68108,
8.55422,68112,
8.55579,68116,
8.55737,68120,
8.55894,68124,
8.56051,68128,
8.56209,68132,
8.56366,68136,
8.56523,68140,
8.56681,68144,
8.69125,68148,
8.69282,68152,
8.69439,68156,
8.69597,68160,
8.69754,68164,
8.69911,68168,
8.70069,68172,
8.70226,68176,
8.70383,68180,
8.70541,68184,
8.70698,68188,
8.70855,68192,
8.71013,68196,
8.7117,68200,
8.71327,68204,
8.71485,68208,
8.71642,68212,
8.71799,68216,
8.71957,68220,
8.72114,68224,
8.72271,68228,
8.72429,68232,
8.72586,68236,
8.72743,68240,
8.72901,68244,
8.73058,68248,
8.73215,68252,
8.73373,68256,
8.7353,68260,
8.73687,68264,
8.73845,68268,
8.74002,68272,
8.74159,68276,
8.74317,68280,
8.74474,68284,
8.74631,68288,
8.74789,68292,
8.74946,68296,
8.75103,68300,
8.75261,68304,
8.75418,68308,
8.75575,68312,
8.75733,68316,
8.7589,68320,
8.76047,68324,
8.76205,68328,
8.76362,68332,
8.76519,68336,
8.76677,68340,
8.76834,68344,
8.76991,68348,
8.77149,68352,
8.77306,68356,
8.77463,68360,
8.77621,68364,
8.77778,68368,
8.77935,68372,
8.78093,68376,
8.7825,68380,
8.78407,68384,
8.78565,68388,
8.78722,68392,
8.78879,68396,
8.91245,68400,
8.91402,68404,
8.9156,68408,
8.91717,68412,
8.91874,68416,
8.92032,68420,
8.92189,68424,
8.92346,68428,
8.92504,68432,
8.92661,68436,
8.92818,68440,
8.92976,68444,
8.93133,68448,
8.9329,68452,
8.93448,68456,
8.93605,68460,
8.93762,68464,
8.9392,68468,
8.94077,68472,
8.94234,68476,
8.94392,68480,
8.94549,68484,
8.94706,68488,
8.94864,68492,
8.95021,68496,
8.95178,68500,
8.95336,68504,
8.95493,68508,
8.9565,68512,
8.95808,68516,
8.95965,68520,
8.96122,68524,
8.9628,68528,
8.96437,68532,
8.96594,68536,
8.96752,68540,
8.96909,68544,
8.97066,68548,
8.97224,68552,
8.97381,68556,
8.97538,68560,
8.97696,68564,
8.97853,68568,
8.9801,68572,
8.98168,68576,
8.98325,68580,
8.98482,68584,
8.9864,68588,
8.98797,68592,
8.98954,68596,
8.99112,68600,
8.99269,68604,
8.99426,68608,
8.99584,68612,
8.99741,68616,
8.99898,68620,
9.00056,68624,
9.00213,68628,
9.0037,68632,
9.00528,68636,
9.00685,68640,
9.00842,68644,
9.01,68648,
9.13365,68652,
9.13523,68656,
9.1368,68660,
9.13837,68664,
9.13995,68668,
9.14152,68672,
9.14309,68676,
9.14467,68680,
9.14624,68684,
9.14781,68688,
9.14939,68692,
9.15096,68696,
9.15253,68700,
9.15411,68704,
9.15568,68708,
9.15725,68712,
9.15883,68716,
9.1604,68720,
9.16197,68724,
9.16355,68728,
9.16512,68732,
9.16669,68736,
9.16827,68740,
9.16984,68744,
9.17141,68748,
9.17299,68752,
9.17456,68756,
9.17613,68760,
9.17771,68764,
9.17928,68768,
9.18085,68772,
9.18243,68776,
9.184,68780,
9.18557,68784,
9.18715,68788,
9.18872,68792,
9.19029,68796,
9.19187,68800,
9.19344,68804,
9.19501,68808,
9.19659,68812,
9.19816,68816,
9.19973,68820,
9.20131,68824,
9.20288,68828,
9.20445,68832,
9.20603,68836,
9.2076,68840,
9.20917,68844,
9.21075,68848,
9.21232,68852,
9.21389,68856,
9.21547,68860,
9.21704,68864,
9.21861,68868,
9.22019,68872,
9.22176,68876,
9.22333,68880,
9.22491,68884,
9.22648,68888,
9.22805,68892,
9.22963,68896,
9.2312,68900,
9.23277,68904,
9.35564,68908,
9.35721,68912,
9.35879,68916,
9.36036,68920,
9.36193,68924,
9.36351,68928,
9.36508,68932,
9.36665,68936,
9.36823,68940,
9.3698,68944,
9.37137,68948,
9.37295,68952,
9.37452,68956,
9.37609,68960,
9.37767,68964,
9.37924,68968,
9.38081,68972,
9.38239,68976,
9.38396,68980,
9.38553,68984,
9.38711,68988,
9.38868,68992,
9.39025,68996,
9.39183,69000,
9.3934,69004,
9.39497,69008,
9.39655,69012,
9.39812,69016,
9.39969,69020,
9.40127,69024,
9.40284,69028,
9.40441,69032,
9.40599,69036,
9.40756,69040,
9.40913,69044,
9.41071,69048,
9.41228,69052,
9.41385,69056,
9.41543,69060,
9.417,69064,
9.41857,69068,
9.42015,69072,
9.42172,69076,
9.42329,69080,
9.42487,69084,
9.42644,69088,
9.42801,69092,
9.42959,69096,
9.43116,69100,
9.43273,69104,
9.43431,69108,
9.43588,69112,
9.43745,69116,
9.43903,69120,
9.4406,69124,
9.44217,69128,
9.44375,69132,
9.44532,69136,
9.44689,69140,
9.44847,69144,
9.45004,69148,
9.45161,69152,
9.45319,69156,
9.45476,69160,
9.57763,69164,
9.5792,69168,
9.58078,69172,
9.58235,69176,
9.58392,69180,
9.5855,69184,
9.58707,69188,
9.58864,69192,
9.59022,69196,
9.59179,69200,
9.59336,69204,
9.59494,69208,
9.59651,69212,
9.59808,69216,
9.59966,69220,
9.60123,69224,
9.6028,69228,
9.60438,69232,
9.60595,69236,
9.60752,69240,
9.6091,69244,
9.61067,69248,
9.61224,69252,
9.61382,69256,
9.61539,69260,
9.61696,69264,
9.61854,69268,
9.62011,69272,
9.62168,69276,
9.62326,69280,
9.62483,69284,
9.6264,69288,
9.62798,69292,
9.62955,69296,
9.63112,69300,
9.6327,69304,
9.63427,69308,
9.63584,69312,
9.63742,69316,
9.63899,69320,
9.64056,69324,
9.64214,69328,
9.64371,69332,
9.64528,69336,
9.64686,69340,
9.64843,69344,
9.65,69348,
9.65158,69352,
9.65315,69356,
9.65472,69360,
9.6563,69364,
9.65787,69368,
9.65944,69372,
9.66102,69376,
9.66259,69380,
9.66416,69384,
9.66574,69388,
9.66731,69392,
9.66888,69396,
9.67046,69400,
9.67203,69404,
9.6736,69408,
9.67518,69412,
9.67675,69416,
9.79883,69420,
9.8004,69424,
9.80198,69428,
9.80355,69432,
9.80512,69436,
9.8067,69440,
9.80827,69444,
9.80984,69448,
9.81142,69452,
9.81299,69456,
9.81456,69460,
9.81614,69464,
9.81771,69468,
9.81928,69472,
9.82086,69476,
9.82243,69480,
9.824,69484,
9.82558,69488,
9.82715,69492,
9.82872,69496,
9.8303,69500,
9.83187,69504,
9.83344,69508,
9.83502,69512,
9.83659,69516,
9.83816,69520,
9.83974,69524,
9.84131,69528,
9.84288,69532,
9.84446,69536,
9.84603,69540,
9.8476,69544,
9.84918,69548,
9.85075,69552,
9.85232,69556,
9.8539,69560,
9.85547,69564,
9.85704,69568,
9.85862,69572,
9.86019,69576,
9.86176,69580,
9.86334,69584,
9.86491,69588,
9.86648,69592,
9.86806,69596,
9.86963,69600,
9.8712,69604,
9.87278,69608,
9.87435,69612,
9.87592,69616,
9.8775,69620,
9.87907,69624,
9.88064,69628,
9.88222,69632,
9.88379,69636,
9.88536,69640,
9.88694,69644,
9.88851,69648,
9.89008,69652,
9.89166,69656,
9.89323,69660,
9.8948,69664,
9.89638,69668,
9.89795,69672,
